Server ID,Server Name,Server Status,Disk Usage (%),CPU Usage (%),Memory Usage (%),Operating System,Number of CPU Cores,RAM Capacity (GB),Network Traffic (Mbps),Disk I/O (IOPS),Server Location,Server Uptime (days),Target
a2371d34-f91c-4171-9bcf-bff1f9089686,Server B,Online,60.02,57.08,91.64,Ubuntu Server,16,16,18.91,22.97,Data Center,113,1
f57c249d-e501-4821-a64b-38263e1b4b40,Server C,Offline,21.6,30.01,22.8,Ubuntu Server,12,8,40.1,62.8,Data Center,331,1
1dfa6b9c-d4ee-4980-ba75-59d7f5d27949,Server B,Offline,10.93,53.42,29.17,Linux,12,16,23.94,38.93,Data Center,223,1
481da08a-ba7e-4eeb-a1c1-ee70f49ee485,Server B,Offline,94.15,52.09,49.71,Windows Server,12,8,84.05,15.65,Data Center,222,1
c7702099-79d1-4930-b8fd-396973ec6b7b,Server C,Online,10.29,16.14,45.34,Linux,16,16,36.92,10.36,Data Center,191,1
7fcf82e3-82ca-4ab3-8c4a-427cbcbeab2d,Server B,Offline,52.36,32.15,12.66,Linux,6,32,42.16,42.63,Data Center,49,0
b9b3bd7f-320f-489d-9e31-65a3aa044c09,Server B,Offline,12.29,85.37,93.83,Windows Server,16,16,82.39,91.13,Office,265,1
0579265d-6c00-479e-9f33-fd7feac8bbd1,Server B,Online,15.21,84.47,55.44,Windows Server,16,64,98.5,30.2,Data Center,251,1
d8bc27cd-c9f4-49bd-903d-8fb7d0b0a6bf,Server A,Online,75.1,71.82,17.94,Windows Server,16,16,60.97,34.15,Data Center,163,0
15724a31-30b7-4d54-99b1-a6e762b541ff,Server B,Online,65.16,83.91,55.78,Linux,12,64,29.66,24.03,Data Center,307,1
e1178b00-4b83-4dd5-bc7d-2beb0e01d63b,Server B,Online,68.58,62.01,13.1,Linux,8,16,78.97,70.81,Data Center,17,0
354f163b-2c0a-48a5-b0ca-c6c6b3902ddc,Server C,Offline,37.92,10.34,77.17,Ubuntu Server,4,64,10.14,31.98,Office,128,0
3ff2de4a-d132-4309-af0b-1bc233150f61,Server A,Offline,82.55,64.38,85.7,Windows Server,16,8,20.11,26.61,Office,138,1
2a21329f-8d46-43d0-bad1-684de7ad4167,Server B,Offline,63.74,77.67,89.06,Windows Server,6,64,52.77,90.09,Office,167,1
c8ef0502-c0d7-45c7-92cf-246ceacbe7e4,Server C,Online,82.48,27.59,78.39,Ubuntu Server,16,64,17.4,40.34,Office,325,1
3adcf957-4d58-4f6e-ae59-024ee824a83c,Server B,Offline,34.58,12.99,13.98,Windows Server,4,16,32.09,77.67,Data Center,13,0
5702579f-6572-4c8c-bf36-11ae5ce1d430,Server C,Offline,57.52,33.24,77.14,Linux,6,32,25.82,29.5,Data Center,152,0
ec8c1c47-a7a4-413d-b5c6-8c1d6f9a21bf,Server A,Offline,87.76,58.43,92.63,Windows Server,4,8,83.79,43.92,Data Center,224,1
9f2a0612-4d08-4827-bd6c-93bcfbec3084,Server C,Offline,16.76,76.34,53.0,Linux,12,16,57.25,44.57,Data Center,42,0
6d9d2bdc-a81b-4e1d-8384-f1aad2970191,Server C,Offline,20.01,50.35,31.84,Linux,16,16,42.92,26.05,Office,39,0
082428bc-42fc-41e2-93f1-272f3a01a002,Server A,Online,58.68,66.13,26.93,Windows Server,4,8,12.8,58.55,Data Center,142,0
1ea47143-f3a5-4599-88ef-d1b62cc0eb38,Server C,Offline,38.2,19.42,47.51,Linux,6,64,36.0,44.31,Office,32,0
d423cd1e-d2f9-4795-92a7-b071c15c3770,Server B,Offline,62.32,75.36,84.56,Ubuntu Server,16,64,74.96,87.01,Data Center,84,0
10faffb3-9dc5-44ed-aebc-bd35a70b873a,Server A,Online,59.47,26.29,17.94,Linux,16,8,26.77,11.35,Office,122,0
ee04cb56-e512-4975-8c23-13e94928760e,Server A,Online,70.39,14.33,51.8,Linux,4,64,83.88,46.03,Office,82,0
319688cc-ed00-40a5-831d-66f229b5a55f,Server B,Offline,18.76,85.28,69.7,Ubuntu Server,4,16,16.56,49.9,Office,71,0
1bb4368f-2d45-4903-bcde-6f5762a393b0,Server B,Offline,35.04,16.65,94.22,Windows Server,4,64,69.64,94.35,Data Center,182,1
44c3f274-2103-4c71-a744-dc8606378b18,Server C,Offline,91.51,40.7,76.53,Windows Server,16,16,69.07,10.36,Data Center,287,1
5e4da7bc-6a9c-4858-936b-207e2f793cba,Server A,Online,45.41,29.48,27.98,Windows Server,12,64,81.57,42.46,Data Center,27,0
44ef179e-0526-4d57-acd9-cd38c1e256ef,Server A,Online,30.35,74.92,74.16,Linux,6,16,28.22,18.13,Office,15,0
f072d10d-91a6-4ff6-9dba-e38ead58be42,Server C,Offline,79.85,18.22,62.08,Linux,4,32,51.97,63.56,Office,15,0
02a73e62-4a3b-4bfa-9983-41e8d5df7050,Server A,Online,94.29,51.27,91.6,Windows Server,12,64,51.12,52.93,Data Center,168,1
d4d931d0-2cc3-4503-b1c2-2e07a87eb634,Server B,Online,10.44,55.06,77.07,Linux,4,32,97.63,72.8,Data Center,204,1
dbc83963-6294-4b10-8ce1-721700b7f13c,Server C,Offline,75.76,65.31,59.13,Ubuntu Server,16,32,71.35,33.94,Data Center,112,0
76c23a29-f09e-4c48-be7c-44a5e882d919,Server C,Online,68.76,57.97,27.06,Linux,6,16,83.85,27.81,Data Center,256,1
e587f006-f069-4bba-ad15-156969454409,Server A,Offline,79.02,75.82,30.88,Linux,8,64,47.62,51.74,Data Center,147,0
c1fb0bb0-6a72-4e26-90be-91aac86b79f4,Server B,Online,62.88,38.74,63.83,Windows Server,12,8,93.79,20.03,Office,118,1
82058d66-4077-49e1-9488-2b80dfbe8e0e,Server A,Offline,13.23,39.06,60.3,Linux,16,64,97.92,22.73,Office,284,1
e7a9aef9-122d-4b9f-95ed-064ae29cc9ca,Server B,Offline,29.25,33.09,52.06,Ubuntu Server,16,64,94.28,62.96,Office,351,1
63418c59-dc56-40a3-a826-644b92f6a183,Server A,Online,67.01,42.17,81.4,Linux,16,16,85.78,25.56,Data Center,176,0
b176c901-120d-4619-b895-ad5adde4c3ea,Server C,Online,25.51,94.73,36.88,Windows Server,6,8,84.55,37.84,Data Center,131,1
16bc55dd-ec0f-49d8-959c-6c9926f06546,Server A,Online,82.67,91.85,13.58,Ubuntu Server,8,8,59.9,92.11,Data Center,15,1
75dce33e-763d-4b0e-8c21-42e7a2e36ce3,Server A,Online,79.36,93.53,40.34,Linux,8,64,97.62,70.83,Data Center,214,1
56d3a22c-fb75-420c-a4e1-6dc582128dda,Server C,Offline,25.95,64.86,42.21,Linux,8,32,71.0,95.54,Data Center,149,1
8bb6df67-b282-456b-954a-b7c237fbec4c,Server A,Online,12.85,41.84,80.85,Windows Server,16,64,15.0,27.81,Office,81,0
5b8f32b3-3453-440a-8b93-90a536fa8617,Server C,Online,31.88,52.54,23.63,Windows Server,4,32,61.63,57.08,Office,217,1
f53c32f5-da6c-44d1-ae4c-4ee09fc274c9,Server C,Offline,24.39,86.11,79.0,Ubuntu Server,6,32,92.53,24.42,Data Center,133,1
d5f04ee2-0a80-40c6-98df-1f4073106d67,Server A,Offline,29.55,28.2,34.46,Ubuntu Server,4,8,13.47,61.53,Office,256,1
44f65a47-e4ca-41e7-b14a-84266b9d41be,Server C,Offline,35.15,64.63,75.58,Ubuntu Server,4,32,38.3,61.58,Office,81,0
2756c42b-47b9-4b9f-beb3-7e49738c3fbe,Server B,Online,17.86,43.93,17.35,Windows Server,4,64,50.31,86.04,Data Center,327,1
d6be3d89-21d7-4d87-ba31-ab75197dad11,Server A,Offline,39.5,84.09,10.5,Linux,8,32,87.31,55.87,Data Center,361,1
2906e47b-bca2-45f6-b4bf-a5d219a81d88,Server C,Offline,15.26,55.76,26.07,Windows Server,6,32,92.53,34.85,Data Center,263,1
58db3b0d-0871-47fe-b255-cba90d7a4303,Server C,Offline,26.44,35.65,85.48,Linux,4,32,95.3,97.53,Office,146,1
bee96625-d658-4448-8ac8-4dfc06806ee7,Server C,Offline,39.76,59.54,10.99,Windows Server,8,32,50.45,85.16,Office,166,0
0194b73d-3828-4894-b6f6-e6efabd28769,Server C,Online,92.67,31.15,62.21,Ubuntu Server,12,8,25.39,75.82,Data Center,169,0
1364f137-6e5c-4527-8c5f-3590e939a342,Server A,Online,72.47,21.53,80.97,Ubuntu Server,8,64,65.12,53.51,Office,143,0
d339f595-235c-43b4-b757-09de6299eda8,Server A,Online,37.55,69.7,31.32,Linux,6,8,57.73,14.16,Data Center,159,0
ba8f22d2-e49d-4e29-b7ee-3713ada55641,Server C,Offline,33.64,15.03,43.3,Windows Server,6,8,89.48,36.27,Office,281,1
8f3a3dd0-ac76-4949-9df4-ded040d3641d,Server C,Online,22.05,27.23,32.0,Windows Server,6,32,60.88,74.67,Data Center,80,0
59e3f12e-6c3d-448e-a863-b393f80fb743,Server A,Online,41.5,77.98,83.67,Ubuntu Server,16,16,46.47,20.51,Office,215,1
ec7ed6e2-2826-462d-a301-949fa79491b8,Server B,Online,43.62,94.49,20.81,Windows Server,4,8,20.45,61.18,Data Center,149,1
bd8bcbee-9f8b-49da-a0eb-2a0ad7900a89,Server C,Online,45.99,48.52,92.72,Linux,16,32,68.71,99.13,Data Center,351,1
14b1fb4c-f8d1-4378-b11f-0f34b32b9b0e,Server B,Offline,89.94,75.27,54.9,Windows Server,4,16,63.56,60.97,Office,45,0
cf6af5bb-f16e-47ae-915a-ba1cb9fd52f6,Server C,Online,70.8,90.69,49.17,Windows Server,4,32,28.4,82.75,Data Center,101,1
1751c4e8-5e74-45eb-9053-907bc7e16af6,Server A,Online,34.65,63.21,63.15,Ubuntu Server,16,8,20.69,41.38,Office,86,0
a0522fce-af0b-43f8-a8a3-0da3b28276b3,Server A,Online,15.87,48.26,65.96,Windows Server,12,32,11.98,65.11,Data Center,183,1
5b28764a-2db2-4fb0-b7b4-feb1ac3f56af,Server C,Online,86.65,63.49,35.84,Ubuntu Server,12,8,90.88,23.76,Data Center,308,1
da58a840-1808-4b57-bd22-fc2daf953e7f,Server C,Online,44.62,71.14,15.32,Ubuntu Server,16,8,49.26,63.33,Data Center,15,0
dde8f94d-fe73-4e70-af81-278dd2fd3cf9,Server A,Offline,55.34,65.28,79.06,Linux,4,64,63.09,72.62,Data Center,214,1
bad534f8-3f61-44f2-8cf4-ca13ddc8ee9e,Server A,Offline,69.63,59.86,36.2,Linux,8,16,53.99,31.5,Data Center,82,0
329729ff-7336-434b-8018-b0c247bab7a6,Server C,Online,71.11,51.62,10.05,Linux,8,32,87.22,64.85,Data Center,196,1
9c482d81-3d49-4369-97c0-3e51ca126182,Server B,Offline,32.78,85.5,56.71,Windows Server,6,16,34.69,17.61,Data Center,147,0
a4d69750-72a2-451d-bbbf-1f1edf73f704,Server C,Online,39.31,43.99,63.4,Windows Server,12,32,35.55,78.44,Office,63,0
bd2b281c-1f39-4ec2-b5b5-77d258b8454d,Server B,Online,76.89,68.46,18.92,Linux,4,8,11.17,71.05,Data Center,167,0
0b092750-efc9-44e2-aa89-15c96f5900f0,Server A,Online,33.45,28.36,67.27,Linux,12,32,90.73,48.71,Office,340,1
8b1dca95-2f21-4ae4-b198-47ebac302e76,Server A,Online,75.77,45.68,71.02,Ubuntu Server,6,32,38.2,68.7,Office,110,0
7fe13ccc-ef5c-4494-979b-5f57a5a9e4ce,Server A,Online,40.1,64.95,87.53,Linux,16,8,92.29,35.07,Data Center,223,1
4291960a-e8a6-4dbe-85c2-e0ba51e032ca,Server C,Online,65.46,25.05,35.22,Windows Server,12,64,35.59,32.72,Office,226,1
79da6e35-76fa-49f1-8c89-169744af3fef,Server B,Online,88.42,12.74,35.86,Linux,16,32,47.07,95.71,Data Center,96,1
5bb7b70b-f56f-42ab-a623-3368543165ab,Server A,Offline,76.87,43.3,28.58,Windows Server,8,64,25.67,65.57,Data Center,311,1
90773ae0-6d69-4c1d-aac7-0b0289bccb48,Server C,Online,53.72,74.25,67.86,Linux,4,16,46.24,56.75,Data Center,230,1
ff98d673-a051-4c7b-ab27-aea0e32c4c78,Server B,Offline,19.04,69.07,15.05,Ubuntu Server,12,16,50.34,96.8,Data Center,242,1
dcee961b-336c-4544-a48f-a1ee06e6043f,Server B,Online,82.1,34.53,84.16,Ubuntu Server,12,8,38.22,29.12,Office,22,0
236858f6-e9de-44d5-96de-35567ef8392a,Server C,Offline,50.39,26.17,87.08,Ubuntu Server,4,16,59.11,13.05,Office,153,1
353a0312-7929-4cbf-a9c1-5bc9f64953f2,Server A,Offline,71.15,78.87,53.14,Linux,6,8,42.31,64.71,Data Center,243,1
171dac74-e3ac-43ff-b391-9ac202cadd22,Server B,Offline,18.95,59.17,79.11,Ubuntu Server,6,16,82.01,30.85,Office,271,1
636dfc62-db11-4f52-ada0-76c61a2a0280,Server A,Offline,61.04,63.51,58.67,Windows Server,6,8,39.16,90.51,Data Center,340,1
30b6c5e4-a2f9-4d98-a856-7aee46ec9bcc,Server A,Online,72.36,90.98,53.92,Ubuntu Server,4,32,28.13,45.65,Data Center,245,1
de91223f-7414-4bed-aee7-496709155d3d,Server B,Online,22.09,32.69,52.4,Linux,6,64,40.62,97.45,Data Center,322,1
e6388f2e-6af5-44c9-8c94-20aeeed5005a,Server C,Offline,50.58,71.22,16.25,Ubuntu Server,6,8,26.57,49.03,Office,327,1
1b5e8309-4ce7-424c-a519-eef05b8042f2,Server A,Online,30.31,64.46,58.03,Ubuntu Server,16,16,39.73,55.35,Office,268,1
007218fe-ad2f-4598-b8a3-6e5164115af2,Server A,Offline,20.84,51.76,26.01,Windows Server,6,16,37.46,50.0,Office,350,1
14a7d95d-f655-4390-a8b9-bd10bf42bdae,Server C,Offline,10.62,75.29,43.71,Linux,16,64,75.59,41.67,Data Center,281,1
8a61481f-de5e-4ad4-8aed-53aa1a5d2cc2,Server C,Offline,46.54,82.48,54.68,Windows Server,4,8,33.3,37.45,Office,148,0
59a25170-fa98-4cde-b07d-0f6658cd8ca3,Server B,Online,86.36,72.5,43.44,Linux,6,64,60.94,16.42,Data Center,136,0
f5827e0a-daa8-4657-993d-fa11aa9f0a74,Server C,Online,37.03,14.34,26.4,Windows Server,16,8,59.72,72.76,Data Center,291,1
720a01bc-d359-4cab-89dd-730546a1c1ec,Server C,Online,94.76,47.55,35.62,Windows Server,12,8,10.97,98.59,Data Center,138,1
5ba6c3ee-6fc6-4cf6-9746-8c40dcadb8c1,Server A,Offline,83.63,37.28,58.58,Ubuntu Server,8,32,43.4,75.2,Data Center,71,0
75fbbd6c-f762-46ef-9d5c-42ed7a1883dd,Server A,Offline,36.54,10.58,56.52,Ubuntu Server,12,8,60.54,43.04,Data Center,28,0
c9f1ee88-cd29-4d5b-a57e-6cd2e9f4ea43,Server A,Online,71.59,93.13,43.74,Ubuntu Server,8,16,20.58,41.03,Office,32,1
77f46395-d1d2-47cb-8483-5351ee71949d,Server C,Offline,52.81,17.82,60.01,Ubuntu Server,12,16,86.98,42.8,Data Center,3,0
e571c8dc-8e6b-4505-a311-b0caa5a582e0,Server B,Online,31.44,80.38,23.9,Ubuntu Server,6,8,53.72,21.1,Office,182,1
09a74a31-69ff-476e-b3d0-1630ae284891,Server C,Online,48.73,88.43,71.96,Ubuntu Server,4,16,35.03,24.85,Data Center,149,0
bcdefe34-2d30-4db9-8261-b41fd637685e,Server C,Online,50.33,91.29,10.15,Ubuntu Server,12,8,55.84,60.04,Data Center,241,1
63bba46d-54de-4f7c-99b7-9e479f4a50b7,Server C,Offline,18.02,18.99,49.21,Windows Server,8,32,43.38,86.69,Data Center,136,0
71b14fc5-db9f-4940-9b17-c2afd96343c1,Server B,Offline,53.55,64.64,28.72,Windows Server,8,16,24.84,79.74,Data Center,241,1
41087b8b-837c-4b94-9f48-cecd66abf228,Server C,Online,84.56,27.65,56.34,Windows Server,6,16,81.95,95.85,Office,22,1
dc2579c7-a44c-477b-93ff-fd1e01c63a0e,Server C,Online,78.58,78.48,40.21,Linux,12,64,18.35,24.8,Office,187,1
b7733b27-c081-4661-99ed-58ae77efc70c,Server B,Online,49.9,65.59,69.83,Linux,12,64,82.28,56.02,Office,300,1
4cac00b4-1256-4ba0-b9ac-3e977f1f8ae5,Server A,Offline,11.55,19.99,23.72,Windows Server,12,8,62.89,84.07,Office,305,1
c9914346-409f-4e12-a6d6-0888e35c3994,Server A,Online,21.16,27.04,15.89,Windows Server,6,32,55.57,28.32,Office,194,1
8ccafe60-6d3f-4a5d-b50f-6816c160d839,Server C,Online,13.79,26.78,87.52,Windows Server,12,32,29.04,48.52,Office,136,1
064d11b5-41aa-4a7b-9544-297a001c663e,Server C,Offline,34.42,59.22,86.18,Ubuntu Server,8,32,84.44,20.66,Office,344,1
52f45c89-97ee-412d-97a7-784caae15b25,Server B,Online,54.67,48.6,73.15,Windows Server,8,16,21.54,28.61,Data Center,195,1
7b4f7399-c322-40cd-94b4-5d7ebb629d06,Server B,Online,48.91,27.28,25.4,Windows Server,12,32,88.11,24.01,Data Center,191,1
09587075-2115-4e31-8a72-9c3125f738f4,Server B,Online,92.84,55.25,14.67,Ubuntu Server,4,16,64.15,14.39,Data Center,295,1
f60cf5c5-262b-429a-a508-6dea9ae7a8d9,Server A,Online,77.91,45.11,23.46,Windows Server,16,32,46.55,32.0,Data Center,130,0
ccbebe7e-c9bd-4e12-9df9-0dc6643c3bea,Server B,Offline,71.18,71.46,78.99,Windows Server,4,16,35.68,80.88,Data Center,107,0
a02f06b6-442b-4922-9faf-a69167ff73c9,Server A,Online,35.71,58.89,75.02,Ubuntu Server,8,16,34.08,17.06,Data Center,232,1
58477f57-50da-43cf-a8ff-7f37bc042aeb,Server B,Offline,80.15,80.83,73.19,Windows Server,16,16,90.9,34.35,Data Center,352,1
bf12af6b-5cf7-46a9-b4c5-126e367e04de,Server C,Offline,46.24,44.18,14.27,Linux,16,64,11.3,65.59,Data Center,248,1
f1c2554f-ca9a-4df4-9762-aaa55a866071,Server B,Online,71.89,84.83,82.51,Windows Server,16,32,31.14,82.2,Data Center,216,1
b08f279e-5268-4b33-b5ea-b54a4c5047d9,Server C,Online,31.89,87.19,47.08,Ubuntu Server,6,16,50.68,57.68,Data Center,132,0
66609464-5d05-42d5-a5df-bdba2b53a005,Server A,Online,25.48,20.18,47.64,Ubuntu Server,4,32,80.61,48.0,Office,10,0
e9e2ecb5-b155-4fde-9b88-cdc08080d71d,Server B,Online,12.52,63.83,52.23,Windows Server,6,16,45.62,23.75,Office,235,1
8585de93-9dce-4a77-8829-fd560614838f,Server C,Offline,20.65,85.09,94.68,Linux,12,16,57.24,99.94,Office,162,1
c019e965-44bd-4689-9385-b5f3ea9349be,Server B,Offline,86.75,78.19,30.7,Linux,8,64,87.24,38.58,Office,216,1
f5396505-814f-4801-a5c7-6315b7533fe0,Server A,Offline,52.41,36.0,85.99,Windows Server,6,64,47.04,16.35,Data Center,344,1
7c12e5d9-48d0-440d-8d63-99b37039dd44,Server C,Online,91.33,70.26,72.48,Ubuntu Server,8,16,86.84,41.12,Office,253,1
6a7f10a0-ee9e-42f1-a963-4db1bd08a979,Server A,Offline,53.75,59.25,86.31,Ubuntu Server,4,64,99.12,57.55,Data Center,54,1
5907504e-6b0e-445c-9879-2e13b2c759bb,Server C,Offline,51.22,71.23,22.84,Ubuntu Server,4,8,97.99,63.33,Data Center,102,1
73d8364c-9ab8-49ea-9221-27121ebb8979,Server C,Offline,80.59,65.78,89.66,Ubuntu Server,12,8,74.34,54.19,Office,31,1
730db039-3a7f-4d84-85b4-0d963ecbdd55,Server B,Offline,94.93,58.55,61.69,Ubuntu Server,6,8,28.79,57.35,Office,60,0
1acecc3f-01b6-4384-97ab-bb2c61e3e90d,Server B,Online,55.61,32.01,37.99,Ubuntu Server,16,16,95.21,14.09,Data Center,183,1
8f64a5d1-390e-479c-bb55-adcf6fcd8cf3,Server C,Offline,68.4,53.87,45.24,Windows Server,4,64,32.96,69.38,Office,295,1
dbffe79f-09f4-4c41-8907-503a80e4658d,Server C,Online,60.9,16.17,19.91,Windows Server,16,64,71.16,76.73,Office,341,1
fa064f19-9145-44de-ac92-4dfb224d4f37,Server C,Offline,53.25,10.56,75.77,Linux,6,64,42.09,24.28,Data Center,38,0
e1b9b074-6322-4785-8178-6537c3230329,Server B,Online,93.05,39.34,90.21,Ubuntu Server,4,8,66.05,50.53,Data Center,230,1
da347705-9c6e-4200-b5b6-9790e52dbf73,Server B,Offline,85.73,86.85,75.58,Linux,8,32,40.45,81.41,Office,361,1
d8ef691f-7f3d-4ee7-854c-37ff88dfe4ba,Server A,Offline,51.53,28.43,58.09,Linux,6,8,12.2,10.88,Office,149,0
a683f118-70f2-4b74-ac4d-6445695ac87d,Server C,Online,56.6,56.38,54.0,Ubuntu Server,12,16,37.06,55.11,Office,37,0
cab4ec59-afc8-4506-9ed4-a83fa3a8854e,Server B,Online,44.95,31.22,20.08,Ubuntu Server,12,32,30.17,46.34,Data Center,278,1
b1d631e4-7d27-42d6-80a7-0fa8d87b6a7b,Server B,Online,21.4,83.25,28.76,Linux,12,8,50.26,87.13,Office,173,0
57ea203b-091e-4489-98b4-f649c98c1afb,Server C,Online,39.69,69.19,39.99,Linux,6,64,80.32,88.88,Office,60,0
7f29316c-664e-41f8-b630-9bcd52d8b459,Server A,Online,49.67,94.79,65.55,Linux,12,16,11.72,32.08,Office,184,1
5492683f-6c11-44fe-948c-606c46435673,Server B,Online,77.99,64.07,79.07,Ubuntu Server,6,64,35.83,12.56,Office,280,1
b557b64c-2289-4e70-8b57-260c0dd56f3a,Server A,Offline,49.42,35.5,87.83,Linux,12,8,55.91,21.52,Office,115,1
c058bd0f-ed22-4fba-b109-83c18588e10b,Server A,Offline,10.6,44.88,70.53,Windows Server,12,64,71.94,15.32,Office,74,0
d70cc5e4-5da7-43b9-b8b5-58eb74831119,Server B,Online,13.71,90.34,85.42,Linux,8,32,54.95,54.74,Office,340,1
817016b3-e823-432d-a015-fec74889479a,Server B,Offline,71.48,33.66,25.72,Linux,12,64,59.37,89.72,Data Center,331,1
ea099c2b-115b-468e-86fe-72ad72f76d9b,Server B,Online,39.24,23.91,38.09,Linux,4,8,72.99,17.6,Office,308,1
72de6f21-435d-4f74-8a5b-8fc60e4752ff,Server C,Offline,43.73,35.04,32.36,Windows Server,8,8,62.6,94.02,Office,100,1
34d9fa29-be16-4b56-9797-2b6b13a77847,Server A,Online,93.94,25.71,15.0,Ubuntu Server,8,32,90.69,61.23,Data Center,22,1
b8dc7224-c721-4b4f-bd53-fb086eab291e,Server A,Online,28.91,32.93,49.68,Linux,12,32,69.51,46.95,Office,203,1
5aff4719-adc6-4a29-86ab-6487d2e28a96,Server B,Online,45.13,37.51,68.95,Windows Server,6,8,65.35,27.26,Office,165,0
8c326dca-bf54-4569-9736-3b087c1b0738,Server A,Offline,49.46,50.74,52.47,Windows Server,8,64,54.38,61.31,Office,261,1
f796c821-7d6b-4a54-8df5-de0a8b297dad,Server A,Offline,34.73,34.23,73.33,Linux,12,8,55.4,55.93,Data Center,185,1
2747489b-5d02-4fe9-8886-023f65671798,Server B,Offline,29.49,65.25,18.46,Linux,8,32,31.77,86.14,Office,193,1
047183db-7d81-4330-b2ad-0848cff632fd,Server C,Offline,42.87,15.79,87.89,Ubuntu Server,6,64,83.74,53.5,Office,271,1
0e246641-8bcc-4313-a64c-a3c54e9e74ea,Server A,Online,54.18,41.59,58.8,Windows Server,12,16,58.16,49.28,Data Center,271,1
b092a3eb-4414-4870-9049-e0a91b4a13a1,Server C,Online,62.96,16.39,41.97,Windows Server,4,64,38.9,87.03,Data Center,174,0
cb1846c0-c491-48b2-bba3-ad5975bb87cf,Server B,Offline,68.25,24.41,53.83,Windows Server,12,64,73.33,49.63,Office,132,0
1ea2bf7b-df3c-400f-aaad-d3761b6a2a6a,Server C,Offline,45.79,57.24,45.23,Windows Server,12,64,36.39,19.41,Office,292,1
5604ff51-56af-4ff2-8b29-24a04f570077,Server C,Online,83.42,11.44,48.28,Ubuntu Server,8,8,72.1,63.18,Data Center,214,1
e0c69f64-aef0-48c7-b162-d74d53a766c5,Server A,Online,81.39,41.09,42.23,Linux,8,8,28.47,81.89,Data Center,43,0
c9a4c828-ee01-4da5-9347-8b4046441d2b,Server A,Online,36.97,80.31,70.67,Ubuntu Server,8,8,16.52,80.45,Office,342,1
90025122-b986-466b-a50e-08114bdbec16,Server C,Offline,65.78,67.52,25.22,Ubuntu Server,4,32,62.73,99.64,Data Center,66,1
f72bc21d-85e3-4f38-b744-4670d8d1675f,Server C,Online,41.6,73.39,34.34,Linux,6,8,53.7,84.55,Office,120,0
7672c586-8bb4-4567-9444-691392392ac7,Server C,Offline,27.9,81.66,11.02,Windows Server,8,8,34.6,24.28,Data Center,232,1
a35fe878-3d3a-49fb-acc6-f7711275b7ad,Server C,Online,42.09,15.85,29.9,Linux,12,64,49.46,20.8,Office,224,1
a0f738f2-05d5-40a8-9f8c-e03acdd0a08a,Server C,Online,23.18,43.87,46.52,Ubuntu Server,4,16,56.84,87.2,Office,292,1
1da24172-a1ec-4ae5-93f6-1db148fd332e,Server C,Offline,42.16,45.74,87.91,Windows Server,16,64,43.53,51.17,Data Center,188,1
1c6da773-78e8-4023-99fb-acc37d2da99e,Server C,Online,55.88,36.25,21.35,Linux,12,32,99.97,37.42,Office,72,1
7fe65f9b-fdaa-40bb-8af8-608afcc8ec9a,Server C,Online,17.94,23.87,82.23,Linux,8,16,85.79,35.95,Data Center,126,0
75fb9cb4-08fe-48b8-ba50-54e30436e45c,Server A,Offline,14.49,73.52,16.14,Windows Server,6,32,97.47,42.06,Office,92,1
e729761a-af16-4d8b-8c98-2672af35332c,Server A,Online,12.62,82.24,61.32,Ubuntu Server,8,64,78.8,87.29,Office,237,1
32749d07-2403-4e42-ba19-420a6c5acfab,Server A,Offline,21.18,49.23,20.5,Windows Server,16,16,44.25,19.07,Data Center,340,1
6fb24224-1f72-4049-8da1-f950a0c2d1fd,Server B,Online,44.63,43.44,35.51,Windows Server,12,32,90.32,69.38,Office,18,1
7b6aef54-e5a9-4795-b316-33dc4b1b8c0e,Server C,Offline,20.89,37.73,73.14,Ubuntu Server,6,16,45.14,49.4,Office,19,0
f49a942b-2189-4ae1-a1c8-2190c9b5a34c,Server C,Offline,66.68,49.75,85.47,Windows Server,8,8,64.62,77.06,Office,317,1
6d4e4cf5-d608-49c0-b57d-86c8e7c1f725,Server B,Online,93.19,60.86,67.09,Windows Server,16,16,48.91,67.52,Office,165,0
1e41af43-717c-424a-8dd4-8464b6e9f7fd,Server C,Online,24.18,50.62,54.98,Linux,16,64,39.23,78.95,Office,183,1
c5daecf9-5de3-455f-abad-f895f360f77f,Server A,Offline,80.44,32.78,68.76,Windows Server,16,16,62.54,36.79,Office,235,1
46950786-efa9-4aaa-8807-96b458f5da36,Server C,Offline,12.6,49.99,90.2,Linux,6,32,23.78,70.5,Data Center,112,1
68568650-7ba4-4af8-b158-17d71978401b,Server B,Offline,58.55,52.05,60.5,Windows Server,4,32,50.38,86.15,Data Center,71,0
ccdecee8-a2bf-473f-af2e-134476fb20ca,Server C,Online,27.46,67.09,22.54,Ubuntu Server,16,32,70.85,70.36,Office,134,0
f4715e2b-7bbe-4e4e-be88-6bed54256947,Server B,Online,11.36,68.56,13.38,Ubuntu Server,6,8,72.28,98.71,Data Center,283,1
2df97552-8e5f-4e3e-9f18-574b9f2e4830,Server B,Offline,60.11,12.4,81.73,Windows Server,8,8,24.96,55.57,Data Center,81,0
ac86344b-0f4a-41e0-84ce-070054ee5935,Server C,Offline,33.95,30.37,72.4,Linux,16,32,57.15,30.05,Office,4,0
12ff4f3f-68c7-4071-a9a5-1c34fb7373e4,Server B,Offline,84.88,85.08,88.21,Ubuntu Server,6,16,18.79,13.04,Office,169,1
