Laptop ID,Laptop Model,Laptop Status,Fan Faulty,Disk Usage (%),CPU Usage (%),Memory Usage (%),Manufacturer,Processor Type,Screen Size (inch),Battery Capacity (Wh),Number of USB Ports,Graphics Card,Bluetooth,Wi-Fi,Touch Screen,Weight (kg),Target
4b80c47b-d754-4481-967a-cdb0037c5e9f,Laptop Model C,Active,1,78.0,69.73,16.14,HP,Intel Core i5,13,40,4,NVIDIA GeForce GTX 1650,Yes,No,Yes,2.23,1
362c397b-a4a3-4bf8-95bf-8fceec4631d2,Laptop Model C,Active,0,71.19,57.17,88.9,Lenovo,AMD Ryzen 7,14,50,2,NVIDIA GeForce GTX 1650,No,Yes,No,2.45,0
52b67862-35bb-4931-9ad8-cafd147f40ac,Laptop Model A,Offline,0,89.93,33.5,41.89,Asus,AMD Ryzen 7,13,70,3,Integrated Graphics,No,Yes,No,2.02,1
ce1ed0d5-6e46-4451-b4d9-14ca63780448,Laptop Model A,Offline,1,27.96,55.12,78.3,Dell,AMD Ryzen 7,14,60,4,Integrated Graphics,No,Yes,No,2.19,1
25dbf9f1-6749-41da-ab2b-c474a283877a,Laptop Model C,Offline,1,21.69,51.37,33.34,Dell,Intel Core i7,13,60,4,Integrated Graphics,No,Yes,Yes,1.38,1
ad12aac5-233d-402d-976c-86aec168272f,Laptop Model A,Offline,0,17.08,59.14,53.72,Dell,AMD Ryzen 7,13,70,2,NVIDIA GeForce GTX 1650,Yes,No,Yes,2.22,0
be970143-51df-44a2-8f21-076bb61937d3,Laptop Model A,Active,0,65.29,28.26,25.21,Lenovo,AMD Ryzen 7,17,60,4,NVIDIA GeForce GTX 1650,No,No,Yes,2.43,0
1e506566-9e4a-4f55-b8ec-9bd15c56589e,Laptop Model C,Active,1,89.52,20.37,16.65,Dell,Intel Core i5,15,40,4,Integrated Graphics,No,Yes,No,1.86,1
ef30d798-f681-4b53-a9ae-d915129b7dba,Laptop Model B,Offline,1,69.96,41.57,63.58,Dell,Intel Core i5,17,50,2,Integrated Graphics,Yes,Yes,Yes,1.85,1
6189655d-9f4a-42e6-b921-230c6a2d5a08,Laptop Model A,Offline,0,24.91,37.58,32.79,Lenovo,Intel Core i5,17,60,3,Integrated Graphics,No,No,No,1.08,0
7335904b-59e6-488c-acca-40140ca863e8,Laptop Model B,Offline,1,26.12,46.62,68.14,Lenovo,Intel Core i5,14,60,4,Integrated Graphics,No,No,Yes,1.15,1
ee86daf6-cb27-4555-aebe-76637a36d7be,Laptop Model C,Active,0,75.45,18.38,18.31,Dell,Intel Core i5,14,40,2,NVIDIA GeForce GTX 1650,No,Yes,Yes,1.75,0
9ac230dc-9ff0-4d88-8d14-8f61156852ff,Laptop Model A,Offline,1,36.18,30.09,17.37,Lenovo,Intel Core i7,14,50,2,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.01,1
3c487d56-66ac-45b9-ac94-c0f55a043fd2,Laptop Model A,Active,1,76.16,57.19,37.83,HP,AMD Ryzen 7,17,70,2,NVIDIA GeForce GTX 1650,Yes,Yes,No,2.05,1
0446f1df-5ff1-4c68-95c0-2e0eb79d54b0,Laptop Model A,Offline,0,55.3,22.56,15.27,HP,Intel Core i5,17,70,3,Integrated Graphics,Yes,No,No,1.54,0
db3d5753-fbb8-4a2a-877e-d2e36224f5e0,Laptop Model C,Active,0,33.08,41.85,72.7,Asus,Intel Core i7,14,40,3,Integrated Graphics,No,No,Yes,1.87,0
02ec8caa-32af-45f7-b853-48dae4ce0e2c,Laptop Model C,Offline,0,71.09,29.08,23.19,Asus,AMD Ryzen 7,14,60,3,Integrated Graphics,No,No,Yes,2.33,0
6d5a175f-1216-4627-8bac-6477adf17b0b,Laptop Model C,Active,0,69.37,91.47,34.67,Asus,AMD Ryzen 7,15,40,2,Integrated Graphics,No,Yes,No,1.41,1
49a9c4d5-6bc1-4bb3-8299-be0818907d48,Laptop Model A,Offline,1,24.63,54.45,29.48,Asus,Intel Core i5,13,40,2,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.58,1
cb5983e1-0d86-4d07-bf5c-10aacf4d3df6,Laptop Model B,Active,1,51.02,64.21,47.64,Dell,Intel Core i7,13,40,2,Integrated Graphics,No,No,No,1.32,1
3ac34468-f141-4a1b-bd18-8dac58bd92ca,Laptop Model A,Offline,1,26.3,94.82,92.64,HP,Intel Core i5,14,50,3,Integrated Graphics,No,No,No,2.49,1
5a10b807-733b-4048-9812-e6dfce60b73f,Laptop Model B,Active,1,12.4,75.43,86.13,Asus,Intel Core i7,14,50,3,NVIDIA GeForce GTX 1650,Yes,No,No,1.18,1
8bdedbd6-8de2-4f4b-b820-f315c239f199,Laptop Model A,Offline,0,27.9,87.7,58.5,Dell,Intel Core i5,15,60,2,NVIDIA GeForce GTX 1650,No,Yes,Yes,1.01,1
356e64e3-55ef-4643-afaf-2962f0947914,Laptop Model B,Offline,1,71.89,62.02,16.3,Dell,Intel Core i7,14,50,2,NVIDIA GeForce GTX 1650,Yes,Yes,No,1.73,1
8dea6b9a-e5cf-465f-8e1d-440d64cab68f,Laptop Model A,Offline,1,43.27,67.74,64.03,HP,AMD Ryzen 7,13,50,3,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,2.07,1
23d87322-5368-4f1c-935b-2d99a1529d13,Laptop Model B,Offline,1,54.41,16.66,37.89,Lenovo,Intel Core i7,14,70,3,Integrated Graphics,Yes,No,No,1.86,1
6d10509a-ff41-4a90-b5d5-bf4efcf2cfb3,Laptop Model C,Offline,1,23.76,83.72,57.31,Dell,Intel Core i7,15,70,2,Integrated Graphics,No,Yes,No,1.57,1
bb74b7d2-48f0-42f1-a277-302619501133,Laptop Model A,Active,1,37.88,71.93,79.93,Lenovo,AMD Ryzen 7,13,40,4,NVIDIA GeForce GTX 1650,Yes,No,Yes,2.19,1
d310a6be-69f9-439f-9bf5-d13f7866b95d,Laptop Model A,Active,1,35.31,21.69,47.52,Dell,Intel Core i7,17,60,2,Integrated Graphics,Yes,No,Yes,1.8,1
a0c90057-a707-4590-ae71-57016ad42c81,Laptop Model A,Active,1,42.25,20.22,73.0,HP,AMD Ryzen 7,14,70,3,NVIDIA GeForce GTX 1650,Yes,No,Yes,1.59,1
e7c3498e-e5ab-4186-ac23-3cb975676fb3,Laptop Model C,Active,0,72.39,72.77,76.4,Lenovo,Intel Core i5,15,50,3,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.87,0
56362147-4be6-449b-8aa3-c297d71d82fd,Laptop Model C,Offline,0,76.39,49.82,67.01,Dell,Intel Core i5,15,60,2,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.72,0
692b5e46-1add-4ef8-b285-d8602ce71447,Laptop Model B,Offline,0,68.18,27.61,79.03,Asus,Intel Core i7,17,60,4,Integrated Graphics,Yes,No,No,2.08,0
7e37ba13-8d11-4d2f-ba32-efb37bbaa837,Laptop Model B,Active,1,56.92,21.96,38.93,Lenovo,Intel Core i7,14,60,2,NVIDIA GeForce GTX 1650,Yes,No,Yes,1.07,1
a12edd96-9be6-4a33-8eea-6e4ab68737d0,Laptop Model C,Active,1,19.65,76.48,82.65,HP,AMD Ryzen 7,17,50,3,Integrated Graphics,Yes,Yes,No,1.2,1
4f0ae8af-5eaf-4714-bec6-b954c269ef59,Laptop Model B,Offline,1,45.64,46.5,44.77,Asus,Intel Core i5,13,60,3,NVIDIA GeForce GTX 1650,No,No,Yes,1.52,1
be372f5c-3346-42c3-9b77-e411cf8da98f,Laptop Model B,Offline,0,17.58,91.53,52.17,Lenovo,Intel Core i5,14,70,2,Integrated Graphics,Yes,Yes,No,1.67,1
4e8ba6a8-914d-4d6a-8c24-4cc1171a8815,Laptop Model C,Active,0,48.55,87.08,10.33,Dell,Intel Core i5,14,60,4,NVIDIA GeForce GTX 1650,Yes,No,Yes,1.9,1
a79273bf-582a-4bc4-b6a2-41501b871964,Laptop Model B,Active,1,69.54,58.68,63.87,Lenovo,Intel Core i5,14,40,3,NVIDIA GeForce GTX 1650,Yes,No,No,1.43,1
a7223ae7-ec8e-4559-9d6b-0c5d1c2a52e9,Laptop Model A,Active,1,29.27,11.99,82.53,Dell,AMD Ryzen 7,13,70,4,NVIDIA GeForce GTX 1650,Yes,Yes,No,1.44,1
2a2e3a5c-d38f-40be-b6ac-ad802f894dd0,Laptop Model A,Offline,0,69.85,32.82,56.99,Lenovo,Intel Core i5,15,60,2,NVIDIA GeForce GTX 1650,No,No,Yes,2.16,0
987897aa-80a4-40b1-b297-395326599bcd,Laptop Model C,Active,0,75.64,38.54,19.97,HP,Intel Core i5,15,60,4,Integrated Graphics,Yes,No,No,1.29,0
3bc284a1-ea54-42ab-9ffc-8251291029df,Laptop Model A,Active,0,38.49,65.12,40.46,Lenovo,Intel Core i7,13,60,3,NVIDIA GeForce GTX 1650,No,No,Yes,1.3,0
f888076e-67b4-4dd1-b4ba-5eb8f912235b,Laptop Model C,Offline,1,69.8,64.29,66.1,Lenovo,AMD Ryzen 7,17,40,3,Integrated Graphics,Yes,Yes,No,2.49,1
6c4c65e9-ac7a-4c8b-bf6d-29417acf45de,Laptop Model C,Offline,1,81.01,84.13,82.35,Lenovo,Intel Core i5,14,70,4,NVIDIA GeForce GTX 1650,No,No,Yes,1.5,1
dd2e5d70-7897-4ef8-8254-aa21e7972418,Laptop Model B,Offline,0,86.15,36.14,19.27,Asus,Intel Core i5,13,40,3,Integrated Graphics,Yes,No,Yes,2.17,1
97e9a25f-53b7-455f-92dc-3738ea64c0d3,Laptop Model A,Active,0,13.88,49.91,39.45,Asus,Intel Core i5,14,70,4,Integrated Graphics,Yes,Yes,No,1.92,0
e736a97b-a2e2-4516-bb5f-dc2a6e72d4cd,Laptop Model A,Offline,0,56.96,16.74,82.85,Asus,AMD Ryzen 7,14,60,2,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.88,0
75646fe0-69d7-4d9d-8485-a0aaf33cf1d7,Laptop Model A,Active,1,75.82,20.87,78.26,Dell,AMD Ryzen 7,17,60,4,Integrated Graphics,Yes,Yes,Yes,1.3,1
273a3c12-1405-49a5-8e39-9b66f6907320,Laptop Model A,Active,1,58.65,76.36,73.66,Asus,Intel Core i5,17,70,4,Integrated Graphics,No,No,No,2.01,1
20992a35-e821-4ffc-8894-eb7cd0d82f0f,Laptop Model A,Offline,1,38.3,37.15,63.27,Lenovo,AMD Ryzen 7,14,60,3,NVIDIA GeForce GTX 1650,Yes,No,Yes,2.49,1
2e2e4fe7-371b-4cb8-8316-f8422bdb5c26,Laptop Model C,Offline,0,82.32,59.23,60.66,Asus,Intel Core i7,13,50,4,NVIDIA GeForce GTX 1650,Yes,No,No,1.67,1
ff6e894e-e38c-4125-b0fa-c3f2a771b6fc,Laptop Model B,Active,0,83.97,87.76,39.89,HP,Intel Core i5,13,60,3,Integrated Graphics,Yes,Yes,No,1.79,1
3c32bf72-f5a8-4fa0-9c43-78ae27281a05,Laptop Model A,Active,0,35.84,50.91,30.94,Dell,Intel Core i5,15,70,2,Integrated Graphics,No,Yes,No,1.32,0
2f0183f3-02ce-49e7-b2c0-9b924c1cf111,Laptop Model B,Offline,1,46.86,85.42,46.46,Lenovo,Intel Core i5,13,50,4,NVIDIA GeForce GTX 1650,No,Yes,Yes,2.31,1
b8392c4a-7710-45de-b327-acdf24b8ec17,Laptop Model A,Active,1,89.16,85.04,45.3,Lenovo,Intel Core i5,17,40,2,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.2,1
424c4b9c-26f5-44f1-84a3-d16d274a8786,Laptop Model B,Active,1,38.93,93.45,92.53,Dell,AMD Ryzen 7,14,60,2,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.88,1
f1e4c9d1-d75c-4b66-80be-994b1c40c986,Laptop Model A,Active,0,56.91,92.12,57.19,HP,Intel Core i7,17,60,4,NVIDIA GeForce GTX 1650,No,No,Yes,1.83,1
38e97034-1e00-4e82-98e4-b0d9843e97b8,Laptop Model A,Active,0,41.43,80.23,40.22,Lenovo,Intel Core i5,14,40,3,NVIDIA GeForce GTX 1650,No,Yes,Yes,1.66,1
e2e9e06e-9180-4046-b4b2-fda3a6276cb1,Laptop Model A,Active,0,66.43,45.6,75.99,Lenovo,Intel Core i7,13,40,3,NVIDIA GeForce GTX 1650,No,Yes,No,1.07,0
3b96a636-96f8-4195-8b22-8cf1ece74823,Laptop Model C,Active,1,22.97,27.06,53.25,Dell,AMD Ryzen 7,13,60,3,Integrated Graphics,Yes,Yes,Yes,1.48,1
46fe8597-989d-42f7-922f-8f9a1dfde592,Laptop Model C,Active,1,36.7,62.24,68.2,Asus,Intel Core i5,14,60,4,NVIDIA GeForce GTX 1650,No,No,Yes,1.8,1
3da4e0ee-1bc7-493d-95e1-add5eeaafcfc,Laptop Model B,Active,0,75.11,93.97,21.11,Asus,Intel Core i7,14,60,2,Integrated Graphics,No,Yes,No,2.44,1
42f006d7-6f4b-47c0-bb1d-ab2c7090e10a,Laptop Model A,Active,1,69.73,11.49,58.94,Dell,AMD Ryzen 7,14,50,3,NVIDIA GeForce GTX 1650,Yes,Yes,No,1.62,1
77503bde-1309-4523-a57b-fae24970023c,Laptop Model C,Active,0,15.87,36.81,53.59,HP,Intel Core i7,14,50,3,NVIDIA GeForce GTX 1650,Yes,No,No,1.78,0
2d6bd32b-8dc7-4c78-b0ef-ae4156ea8e27,Laptop Model C,Active,0,37.08,25.44,77.69,HP,AMD Ryzen 7,14,70,4,NVIDIA GeForce GTX 1650,No,No,No,2.08,0
d821d17c-5aa1-44a2-8245-a88587b83ce3,Laptop Model B,Offline,0,32.44,32.65,48.11,Dell,Intel Core i5,17,50,3,NVIDIA GeForce GTX 1650,Yes,No,No,1.72,0
99a01658-5537-4600-9b6f-4b30a05867e1,Laptop Model A,Active,0,58.17,26.65,20.9,Asus,AMD Ryzen 7,13,50,4,Integrated Graphics,Yes,No,Yes,1.25,0
fb3b95dd-c0d0-48f9-8e8e-2db18d5695a7,Laptop Model A,Offline,1,21.96,57.78,77.24,HP,AMD Ryzen 7,15,40,4,NVIDIA GeForce GTX 1650,Yes,Yes,No,1.13,1
f358e01f-1775-4a4c-8600-c5ba802304a7,Laptop Model C,Offline,1,41.11,19.3,66.66,Dell,Intel Core i5,15,40,2,Integrated Graphics,No,Yes,No,2.47,1
e1eaaad4-b530-48e2-a43a-577e4e1e9e5e,Laptop Model C,Active,0,86.05,40.85,14.72,Asus,Intel Core i7,17,70,4,NVIDIA GeForce GTX 1650,No,Yes,No,2.42,1
5859832c-bd50-487c-982f-05a6cc2c5366,Laptop Model C,Active,0,14.44,83.4,15.95,Lenovo,Intel Core i5,17,70,2,NVIDIA GeForce GTX 1650,No,No,No,1.18,1
1cedc44b-d300-4f66-ac81-1f654d37efdb,Laptop Model C,Active,0,16.87,83.74,18.77,Asus,Intel Core i7,14,40,3,NVIDIA GeForce GTX 1650,Yes,Yes,No,1.27,1
eea43176-bd47-42c5-951c-83412bde566c,Laptop Model C,Offline,1,33.01,27.22,82.03,HP,AMD Ryzen 7,14,50,2,NVIDIA GeForce GTX 1650,No,No,Yes,1.97,1
29711201-6b4c-4cd7-9f50-faf359a3bb59,Laptop Model C,Offline,0,50.59,12.25,76.28,Dell,Intel Core i7,15,40,2,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.97,0
94b60095-e8cc-483c-b74e-03d0883d9bd7,Laptop Model C,Active,1,85.85,62.47,36.02,Asus,AMD Ryzen 7,15,40,2,Integrated Graphics,Yes,Yes,No,1.16,1
7f300cb6-d530-4cf1-8c3e-40ec689f1fc3,Laptop Model B,Active,1,54.63,25.54,87.08,Asus,Intel Core i5,15,50,3,NVIDIA GeForce GTX 1650,No,No,Yes,2.17,1
76c4322a-2e10-4277-97f3-3aa5aa0f9b35,Laptop Model B,Offline,1,23.51,49.43,67.61,HP,Intel Core i5,15,70,2,Integrated Graphics,Yes,No,No,2.24,1
47095397-5833-4d62-b5dd-6489f00fae56,Laptop Model B,Active,0,68.23,78.85,85.68,HP,AMD Ryzen 7,13,70,3,Integrated Graphics,Yes,No,No,2.34,0
6fa342d5-a3dc-43d4-a6dd-735fefbe4bb8,Laptop Model B,Offline,1,78.04,18.06,84.71,Lenovo,Intel Core i5,13,50,4,NVIDIA GeForce GTX 1650,No,Yes,Yes,2.09,1
8e2009db-677f-44b4-8d02-dee533c1c805,Laptop Model A,Offline,1,43.14,32.19,66.09,Dell,Intel Core i7,14,50,4,Integrated Graphics,No,No,No,1.54,1
fb075b3d-65cb-47af-b7f5-4497ba7fe002,Laptop Model C,Offline,0,11.34,31.02,22.66,Asus,Intel Core i7,14,40,3,Integrated Graphics,Yes,Yes,No,1.27,0
250972ca-b5a2-4986-847f-1bddb4afe023,Laptop Model C,Offline,0,14.85,63.47,29.54,Lenovo,Intel Core i7,17,60,3,Integrated Graphics,Yes,Yes,No,1.77,0
f972fec8-fd9a-4ef0-9932-6483aa9e4602,Laptop Model B,Offline,1,65.47,16.95,77.91,Lenovo,Intel Core i5,13,70,4,Integrated Graphics,Yes,No,Yes,2.05,1
a6cebd6b-8b0e-4662-812f-22824298bd78,Laptop Model C,Active,1,43.72,13.45,91.49,HP,Intel Core i7,15,40,2,Integrated Graphics,No,No,Yes,1.23,1
694df8a7-2fd9-4943-a29a-86794748ae3c,Laptop Model B,Active,1,51.49,25.25,14.0,Asus,Intel Core i7,15,70,3,Integrated Graphics,Yes,Yes,No,2.08,1
3d3e5ae0-3c76-4abb-8271-84b02b6ca8d5,Laptop Model B,Offline,1,94.25,77.14,87.31,Lenovo,AMD Ryzen 7,17,50,2,NVIDIA GeForce GTX 1650,No,No,No,1.8,1
b06a2a5b-69bf-409b-a159-2b83ac2e7578,Laptop Model B,Offline,0,22.01,38.45,50.19,Asus,Intel Core i7,17,60,3,Integrated Graphics,Yes,Yes,No,1.68,0
1444ee0b-6c1b-464e-a283-fadfd1cad746,Laptop Model C,Offline,0,64.11,84.3,67.58,HP,AMD Ryzen 7,13,70,4,NVIDIA GeForce GTX 1650,No,Yes,Yes,1.91,1
8f6608e7-fa18-4901-be28-6780dae5dc91,Laptop Model A,Offline,0,60.09,50.22,32.11,Asus,Intel Core i5,17,40,2,Integrated Graphics,Yes,No,Yes,1.67,0
aaec203a-869d-485e-94d0-59757101144c,Laptop Model A,Active,0,69.39,57.8,70.78,HP,Intel Core i5,17,50,4,NVIDIA GeForce GTX 1650,Yes,No,Yes,1.2,0
d10f7cc5-280b-41d5-99de-07f774f6f603,Laptop Model C,Active,1,20.41,37.13,25.3,Dell,Intel Core i7,17,40,3,Integrated Graphics,Yes,Yes,Yes,1.17,1
97cbdcea-b89e-4bfa-ac7b-1a12cada28a3,Laptop Model C,Active,0,13.25,76.77,36.67,Asus,Intel Core i5,13,70,4,NVIDIA GeForce GTX 1650,Yes,Yes,No,2.44,0
d88f2a2d-47fb-472f-b40d-bd72b9204eac,Laptop Model A,Offline,1,55.03,37.31,63.15,Lenovo,Intel Core i5,14,50,3,Integrated Graphics,Yes,No,Yes,1.44,1
e5f74b73-5aab-4090-9a18-1723a3c25167,Laptop Model A,Offline,0,53.3,52.94,92.64,Lenovo,Intel Core i7,14,70,3,Integrated Graphics,No,Yes,No,1.56,1
4dd6cf6f-47bf-41e4-b440-5358cc058ff0,Laptop Model A,Offline,0,68.22,64.62,93.76,Lenovo,Intel Core i7,14,50,3,NVIDIA GeForce GTX 1650,No,No,Yes,2.18,1
6e9fde1a-c0d1-4d53-bf3b-05c9d8095728,Laptop Model C,Active,1,19.74,37.0,18.27,Dell,Intel Core i7,14,40,4,Integrated Graphics,No,Yes,No,1.4,1
5a352c64-d94a-4959-bda4-c584f782aa39,Laptop Model A,Offline,0,82.39,23.22,36.72,Dell,Intel Core i7,14,70,2,NVIDIA GeForce GTX 1650,Yes,No,Yes,1.25,1
66d49df3-f06d-4582-aaa1-458658c4d081,Laptop Model C,Offline,0,64.04,48.57,22.73,Dell,AMD Ryzen 7,14,40,3,Integrated Graphics,No,Yes,No,2.04,0
872025d6-bfc2-4831-b245-3a82c5ab1be4,Laptop Model C,Offline,1,66.43,24.63,28.62,HP,Intel Core i7,17,70,3,NVIDIA GeForce GTX 1650,No,No,No,1.18,1
aa9dd30b-6889-4166-be38-e67dbbbb8d59,Laptop Model C,Active,0,68.08,63.35,13.87,HP,Intel Core i5,13,60,4,Integrated Graphics,Yes,Yes,Yes,1.84,0
9bef3cf0-8125-4914-9986-b8c6b8472973,Laptop Model C,Active,0,59.22,88.26,30.66,Dell,AMD Ryzen 7,17,40,4,Integrated Graphics,Yes,Yes,Yes,1.27,1
74ea1413-a386-4ed2-92e6-f695d4e7133e,Laptop Model B,Active,1,51.04,64.47,89.58,Lenovo,Intel Core i7,14,50,3,Integrated Graphics,Yes,Yes,Yes,1.58,1
9fbb03dd-bd19-402d-9e6f-e36edc963c58,Laptop Model B,Offline,0,81.09,46.63,82.25,HP,AMD Ryzen 7,13,50,3,Integrated Graphics,No,Yes,No,1.81,1
c0e0ce00-4a21-4f2a-9805-ee0af1d8a4f9,Laptop Model C,Offline,0,27.71,35.04,43.42,Dell,AMD Ryzen 7,13,70,2,NVIDIA GeForce GTX 1650,No,No,No,1.26,0
5ebc606f-ec6e-4eb4-82b5-a28d5ec9c695,Laptop Model B,Offline,1,27.81,52.17,46.51,Lenovo,AMD Ryzen 7,13,50,4,Integrated Graphics,No,No,Yes,1.43,1
fc3d2bc6-c610-45d0-8c68-d704485d0c18,Laptop Model B,Offline,1,90.81,26.82,28.5,Dell,Intel Core i5,14,60,3,NVIDIA GeForce GTX 1650,No,Yes,No,2.15,1
e03a227f-33e3-4212-a0d9-b371b170ed4c,Laptop Model B,Active,1,72.3,85.27,42.89,Asus,Intel Core i5,14,40,4,Integrated Graphics,No,Yes,Yes,1.63,1
9bb10034-56ec-4d7c-a370-74b6e26fe016,Laptop Model B,Active,1,39.42,36.98,29.28,Asus,Intel Core i5,14,40,3,NVIDIA GeForce GTX 1650,No,Yes,Yes,1.39,1
56ab577c-c657-49c0-b7e9-94cc88f7ce9b,Laptop Model B,Offline,0,45.61,61.94,34.76,HP,Intel Core i7,13,50,4,Integrated Graphics,Yes,No,Yes,1.03,0
42f16eac-83ed-4ad7-bb4a-bc09bb1653d0,Laptop Model B,Offline,1,37.0,38.43,16.69,HP,AMD Ryzen 7,17,70,2,Integrated Graphics,No,No,Yes,1.88,1
e8b96b82-a290-450e-bbb0-6da3330c5e74,Laptop Model A,Offline,0,13.57,12.69,49.08,Dell,Intel Core i5,13,50,3,NVIDIA GeForce GTX 1650,Yes,No,No,2.46,0
c88477c0-b7b4-4670-9103-b2269b289cb8,Laptop Model C,Active,0,36.78,70.14,51.48,Asus,AMD Ryzen 7,14,60,4,Integrated Graphics,No,Yes,No,2.33,0
033673c4-3339-49d9-8181-d059511425eb,Laptop Model A,Active,1,87.09,12.79,58.71,Lenovo,Intel Core i5,14,60,2,Integrated Graphics,Yes,No,Yes,2.04,1
574f6f23-72ad-444f-a653-4f305d132985,Laptop Model C,Offline,0,73.46,90.19,90.45,HP,Intel Core i5,13,40,3,NVIDIA GeForce GTX 1650,Yes,No,No,1.83,1
bedc64c4-bac1-43e8-b1d2-c5680e7c555e,Laptop Model A,Active,1,32.45,52.6,61.94,Asus,AMD Ryzen 7,15,60,2,NVIDIA GeForce GTX 1650,No,No,Yes,1.6,1
ed527890-050f-4994-b228-01783ad1af80,Laptop Model A,Active,0,48.47,89.0,30.75,HP,Intel Core i5,15,40,4,Integrated Graphics,Yes,Yes,Yes,1.06,1
14309aac-8fb5-4307-8cfa-876092746b8d,Laptop Model B,Offline,0,43.89,77.68,12.14,Asus,Intel Core i7,13,40,4,NVIDIA GeForce GTX 1650,Yes,No,No,2.44,0
85205f27-2991-4937-85ec-04e53abc8cf9,Laptop Model C,Offline,0,15.02,88.86,13.39,HP,Intel Core i7,17,40,2,NVIDIA GeForce GTX 1650,No,Yes,Yes,1.99,1
e986e0e2-4846-455d-9955-6160b8702109,Laptop Model B,Offline,1,49.45,49.18,94.66,Dell,Intel Core i5,14,50,2,Integrated Graphics,Yes,No,No,1.16,1
7d6a56dd-6e3d-4070-b19f-2c32c1334d52,Laptop Model C,Active,1,87.24,14.55,83.16,Dell,Intel Core i5,13,70,2,Integrated Graphics,No,No,No,2.2,1
b50ca14e-d80d-49c3-b259-94c21c11ff95,Laptop Model C,Offline,1,10.02,15.98,63.47,Dell,Intel Core i7,13,50,4,Integrated Graphics,Yes,Yes,No,1.8,1
50340daf-67c5-4071-b6bf-2e8be402c5c5,Laptop Model B,Active,0,59.29,35.66,52.38,Dell,Intel Core i5,15,50,4,Integrated Graphics,No,Yes,Yes,1.91,0
00b8bb52-5df8-47a2-98dd-5ad00ea2341e,Laptop Model B,Offline,0,76.73,65.0,81.19,Dell,AMD Ryzen 7,13,40,3,Integrated Graphics,No,No,Yes,2.38,0
f2b5d0af-2108-4154-890a-1396241cfaf3,Laptop Model A,Active,0,60.34,52.76,79.35,Asus,AMD Ryzen 7,15,60,4,NVIDIA GeForce GTX 1650,Yes,Yes,No,1.44,0
7bc00fe6-dd07-47bf-b110-04baa1bd7e79,Laptop Model A,Offline,0,47.13,63.77,60.0,Dell,Intel Core i7,13,50,3,NVIDIA GeForce GTX 1650,Yes,No,No,1.56,0
8243bc56-85c8-4f10-ba3c-c28123e9c610,Laptop Model C,Active,0,13.94,25.18,40.09,Asus,AMD Ryzen 7,13,50,4,NVIDIA GeForce GTX 1650,No,Yes,No,2.35,0
f3bee4b0-a007-4df2-98ed-94685449a329,Laptop Model C,Offline,1,14.06,14.73,72.51,Asus,Intel Core i7,17,40,3,NVIDIA GeForce GTX 1650,No,Yes,Yes,1.32,1
ed2ed5b8-856b-4ec9-8062-b6b6293ff9aa,Laptop Model C,Active,0,62.38,35.54,58.39,Lenovo,Intel Core i7,14,70,3,Integrated Graphics,No,Yes,No,1.97,0
71b6810a-e80a-490f-9822-d48a85d0c206,Laptop Model C,Offline,0,65.68,29.47,36.18,Dell,AMD Ryzen 7,13,50,2,NVIDIA GeForce GTX 1650,No,Yes,No,1.04,0
fcd1b46b-16c6-446e-a3a0-65e611393eef,Laptop Model B,Active,1,75.83,47.74,59.15,Lenovo,Intel Core i5,14,60,4,Integrated Graphics,No,No,Yes,1.67,1
bd8bebc0-6c5b-4add-b8f1-616dd2b07d1e,Laptop Model B,Offline,1,63.65,50.68,49.29,Dell,Intel Core i5,14,70,4,NVIDIA GeForce GTX 1650,Yes,No,No,1.06,1
5a4b90d7-be7d-4a45-9b44-ac13cf160ab9,Laptop Model B,Offline,0,66.39,89.7,78.85,HP,Intel Core i7,17,50,3,NVIDIA GeForce GTX 1650,Yes,No,No,1.37,1
246673f3-fedf-49c2-9b1d-2ece6cb1d91a,Laptop Model B,Offline,1,11.34,93.05,23.58,Asus,Intel Core i7,13,50,2,Integrated Graphics,Yes,Yes,Yes,1.4,1
d5a02ea3-b6bd-4875-a7d8-0fe097ff9167,Laptop Model A,Active,1,43.95,11.64,37.83,Dell,Intel Core i7,13,70,4,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,2.27,1
cb21007b-a60b-48bc-ad8d-b1b08bd7e8fd,Laptop Model B,Offline,0,46.12,43.84,37.23,Asus,Intel Core i7,13,40,2,Integrated Graphics,Yes,Yes,No,2.08,0
31521b07-e3da-43e2-a113-49c5d31358dd,Laptop Model B,Active,0,61.92,69.68,46.29,Dell,Intel Core i5,15,60,2,Integrated Graphics,Yes,No,Yes,2.03,0
9982c3f0-70a2-400d-9f2f-241891bc2a74,Laptop Model A,Active,1,28.5,23.72,68.99,Asus,Intel Core i5,15,40,3,NVIDIA GeForce GTX 1650,Yes,Yes,Yes,1.31,1
